F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,audio_path,name,singer,exercise_type,vocal_technique,vowel
48.54877,0.08164831,44.33523,48.18109,51.86452,7.529285,19.48101,4.560487,-1.921374,9.229302,0.9986653,0.9503673,0.1394921,0.694843,2.017691,1.878199,1.597895,1.09303,2.448086,0.0,0.574476,1.931276,26.55526,0.3518535,-4.656271,-3.789644,-18.43526,-0.8425643,-41.49442,-0.7200872,0.004384781,1.822923,0.219423,1.539336,18.14854,0.1600399,17.09966,1.076278,27.93102,0.2270779,799.7473,0.3476616,1164.648,0.3064355,-44.37225,-1.783877,1746.177,0.2190897,1260.757,0.4185171,-59.31942,-1.035289,2947.484,0.07855005,400.879,0.8082763,-62.29419,-0.9609822,-12.37443,-0.817242,32.9541,0.2397361,0.08897917,0.5317332,-0.01571608,-0.757373,0.6909716,1.718558,27.81681,0.3265847,-9.058753,-1.721733,-24.00596,-0.397551,-53.28827,-0.2937096,-24.47631,39.51315,-0.0663181,0.001999575,0.01772262,0.3846154,0.3921569,2.14,0.0,0.19,0.09999999,-19.01248,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female7/arpeggios/fast/forte/f7/arpeggios/f/fast/forte/u.wav,female7_arpeggios_fast_forte_f7_arpeggios_f_fast_forte_u,female7,arpeggios,fast,u
45.47705,0.09642783,41.04029,45.00793,50.28891,9.248615,1.860263,3.557752,6.819976,0.0,1.466162,0.3639418,1.266618,1.451215,1.977731,0.7111127,1.674909,0.9067475,1.680262,0.7191622,0.2224659,0.9434032,10.97823,0.7548799,-33.76525,-0.4997794,-1.825,-6.097315,-47.18392,-0.3999113,0.002479963,1.066877,0.1944507,1.662359,16.93575,0.1546496,9.326512,1.108749,14.0293,0.4504976,597.5642,0.3597843,1280.889,0.3077977,-24.096,-2.748611,1663.852,0.1790965,1288.804,0.6948283,-19.52096,-2.349647,2493.069,0.2148331,911.9619,0.9834334,-22.04056,-2.043361,-4.842116,-1.199352,11.68836,0.3823585,0.09966961,0.4182383,-0.01646158,-0.7635123,0.2345954,0.9052064,10.31202,0.7809139,-37.4253,-0.2808413,-3.217178,-3.178902,-51.87702,-0.1526251,-31.35329,41.63573,-0.1018381,-0.01085583,0.06725117,0.617284,0.2079002,4.51,0.0,0.135,0.055,-25.50839,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female6/scales/straight/f6/scales/straight/e.wav,female6_scales_straight_f6_scales_straight_e,female6,scales,straight,e
31.71148,0.1284284,26.85509,30.97554,34.4615,7.606415,4.219325,0.1636019,4.068841,0.0,0.2458634,0.3908282,0.1722623,0.2496901,0.3202353,0.1479731,0.7765259,0.5493826,0.9765984,0.5837888,0.02578098,0.6408727,29.14465,0.241109,3.881287,1.569055,-9.276325,-1.278842,-13.79778,-1.24201,0.008101519,1.308886,0.4760763,0.6517061,10.06121,0.2601397,0.7334566,6.431215,17.3014,0.3025501,532.6531,0.4130602,1257.622,0.1505854,-19.65257,-2.573483,1497.677,0.2909591,923.9516,0.293938,-21.62762,-2.250714,2606.213,0.1033047,727.7787,0.3599323,-34.03251,-1.301577,-8.77847,-0.5136407,21.97856,0.132591,0.04418957,0.7551408,-0.02199918,-0.4799038,0.02714819,0.5993408,29.88845,0.2150631,3.340056,1.481691,-9.985181,-1.182772,-16.19802,-0.9253105,-19.86922,33.5298,-0.06030777,0.001766368,0.008792181,1.783061,0.1497006,6.23,0.0,0.21,0.04,-46.2084,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male4/arpeggios/breathy/m4/arpeggios/breathy/a.wav,male4_arpeggios_breathy_m4_arpeggios_breathy_a,male4,arpeggios,breathy,a
45.9146,0.1023711,41.00906,45.12568,51.11725,10.10818,16.73,6.784332,14.28714,7.832731,0.3765969,0.5555442,0.1595737,0.3636031,0.5797624,0.4201887,1.971371,1.291455,1.677435,1.060728,0.1012528,1.035816,17.02582,0.3745503,-6.933025,-2.433918,11.22021,2.025733,-5.838275,-2.273616,0.00332537,0.9314805,0.2404659,0.6750123,17.28422,0.1152152,7.162887,1.344491,4.57592,1.517839,702.2915,0.4879727,1201.332,0.2599691,-40.14743,-1.332544,1777.952,0.1171917,769.0115,0.4320175,-37.16028,-1.066736,2695.846,0.1030555,846.5378,0.4023531,-36.77203,-1.044327,-16.77248,-0.4497862,22.06776,0.3248489,0.06971227,0.8182327,-0.01990648,-0.6114858,0.1068974,0.9862499,17.14012,0.3788263,-7.83563,-2.159265,10.45018,2.216511,-7.739662,-1.429883,-20.88659,28.42978,-0.06774542,0.002868688,0.008936096,2.298851,0.08896797,10.65,0.0,0.28,0.09999999,-35.291,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female9/scales/slow/piano/f9/scales/c/slow/piano/i.wav,female9_scales_slow_piano_f9_scales_c_slow_piano_i,female9,scales,slow,i
50.01474,0.09298395,44.36128,50.16221,54.67273,10.31145,14.09544,3.124346,8.848247,0.0,0.8431617,0.8888963,0.2175569,0.5767163,1.50409,1.286533,6.950405,4.283223,5.143171,2.798194,0.3980869,1.520265,22.79234,0.3103621,-23.76854,-0.7719947,-28.64289,-0.5789777,-31.62026,-0.7101337,0.002726823,0.7620478,0.2095163,1.048977,18.25995,0.1511799,13.56288,1.260164,29.40425,0.1979549,845.3989,0.2822354,1112.88,0.2339334,-50.5767,-1.697771,1642.847,0.13708,976.4828,0.2887663,-41.04419,-1.619122,2999.223,0.0419681,404.847,0.875371,-53.97276,-1.119927,0.2605621,22.48413,29.6797,0.181077,0.06505672,0.6164592,0.004548397,3.811092,0.4693266,1.349693,23.21601,0.3248433,-28.96678,-0.5008458,-34.74034,-0.2269004,-39.74173,-0.3177255,-16.40145,30.9853,-0.06316029,0.007975791,0.01192976,1.758794,0.2544529,3.35,0.0,0.275,0.025,-21.67517,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female7/scales/fast/piano/f7/scales/f/fast/piano/a.wav,female7_scales_fast_piano_f7_scales_f_fast_piano_a,female7,scales,fast,a
48.86005,0.1427606,39.34512,50.97259,55.97968,16.63456,21.35094,8.223249,25.49085,8.381195,1.097352,0.7128649,0.5404454,0.8275239,1.80754,1.267094,4.472635,3.56605,4.642509,2.717655,0.5322378,1.330677,14.39292,0.5114949,-27.34497,-0.4899849,10.32295,1.638445,-42.23701,-0.3905932,0.003873354,3.141153,0.1590043,1.00264,17.60009,0.2134456,9.466463,0.6688409,6.560499,1.354549,813.4497,0.4986758,975.7126,0.3184834,-51.83079,-1.260277,1829.801,0.1598958,746.2075,0.7592096,-35.72729,-1.238823,2844.223,0.09956964,792.6011,0.4522612,-32.4973,-1.398964,-12.14309,-0.3370636,16.2088,0.3905027,0.07527246,0.4645263,-0.03304506,-0.4232034,0.5711474,1.258969,14.54522,0.5040573,-30.28741,-0.2469685,10.70401,1.613219,-46.12544,-0.1763115,-22.78703,32.58068,-0.06880485,-0.01177029,0.00810517,0.8287293,0.06930007,13.47,0.0,0.465,0.155,-21.07711,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female6/long/tones/messa/f6/long/messa/e.wav,female6_long_tones_messa_f6_long_messa_e,female6,long_tones,tones,e
31.9495,0.1681868,26.77476,31.1106,34.60835,7.833597,117.6392,122.657,54.66319,29.85476,1.01131,0.5612776,0.5872285,0.9224196,1.483943,0.8967143,5.389421,4.306566,6.55631,5.234504,0.204054,0.7756363,23.07395,0.5766782,-16.97548,-0.8880664,24.57541,0.7767429,0.5584804,40.51424,0.01711707,2.635545,0.7158905,1.118365,7.489664,0.5313327,5.784839,1.882793,4.144353,2.693696,899.5954,0.3326159,938.7491,0.3885492,-25.23695,-2.265228,1986.63,0.1623521,783.8956,0.3558691,-22.12169,-2.452537,2914.589,0.09741828,844.267,0.3309318,-20.87444,-2.616725,-1.835076,-3.384876,7.572278,0.997415,0.06140937,0.4490847,-0.01185217,-1.353919,0.2195358,0.7147776,24.85668,0.4731186,-19.39591,-0.6697682,25.92972,0.7450634,-1.406044,-16.11498,-7.22525,14.78522,-0.03327788,0.00906173,0.05108682,1.727575,0.6671114,1.359,1.301894,0.13,0.2001666,-30.37403,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male11/excerpts/straight/m11/row/straight.wav,male11_excerpts_straight_m11_row_straight,male11,excerpts,straight,straight
31.94951,0.1681868,26.77476,31.1106,34.60836,7.833599,117.6391,122.657,54.66319,29.85476,1.01131,0.5612776,0.5872285,0.9224196,1.483943,0.8967143,5.389421,4.306566,6.55631,5.234504,0.204054,0.7756363,23.07395,0.5766782,-16.97548,-0.8880664,24.5754,0.7767429,0.5584805,40.51423,0.01711707,2.635545,0.7158905,1.118365,7.489664,0.5313327,5.78484,1.882792,4.143672,2.694098,899.7698,0.3324276,938.7783,0.3884111,-25.2347,-2.265471,1986.687,0.1622873,783.9799,0.3556842,-22.10746,-2.45423,2914.669,0.09744375,844.3782,0.3309311,-20.87382,-2.61681,-1.835076,-3.384876,7.572278,0.997415,0.06140937,0.4490846,-0.01185217,-1.353919,0.2195358,0.7147776,24.85668,0.4731186,-19.39591,-0.6697682,25.92972,0.7450634,-1.406044,-16.11498,-7.22525,14.78522,-0.03327788,0.00906173,0.05108682,1.727575,0.6671114,1.359,1.301894,0.13,0.2001666,-30.37403,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male11/excerpts/straight/m11/row/straight.wav,male11_excerpts_straight_m11_row_straight,male11,excerpts,straight,straight
47.99089,0.08898418,43.90123,46.66901,51.93719,8.035965,27.37934,6.842665,28.27535,5.983689,1.075753,0.9722487,0.08325994,0.6475663,2.079213,1.995953,9.656613,7.671586,10.16361,4.398227,0.7449945,1.494103,12.81116,0.5184754,-9.648367,-2.240801,18.0362,0.7924154,-18.09021,-1.10574,0.01073022,1.457233,0.3244362,1.10574,15.40508,0.2073706,13.93294,1.193037,-1.842455,-4.896147,919.8814,0.4007408,1020.188,0.4634501,-70.91464,-1.054802,1976.414,0.1172535,768.4432,0.5516639,-55.79564,-1.196928,2802.378,0.1005733,886.8319,0.3071501,-51.97715,-1.313192,-11.85866,-0.4030994,14.5005,0.3825127,0.1035615,0.4647164,-0.02490103,-0.5283018,0.933223,1.26116,11.70451,0.5832624,-18.3241,-0.7797359,17.94336,0.869093,-27.59308,-0.2453451,-28.41087,38.04705,-0.05715717,-0.006253703,0.01604689,1.95122,0.5050505,1.62,0.0,0.165,0.015,-19.95606,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female1/arpeggios/fast/piano/f1/arpeggios/f/fast/piano/i.wav,female1_arpeggios_fast_piano_f1_arpeggios_f_fast_piano_i,female1,arpeggios,fast,i
46.00034,0.1102874,41.29459,46.4151,50.89056,9.59597,16.09141,2.954443,3.306585,0.0,0.346565,0.5271453,0.1871239,0.3896871,0.4894545,0.3023306,1.667385,1.250864,2.914453,2.859713,0.2768729,0.5965101,21.12296,0.2767136,3.307664,4.451373,1.677596,6.540902,7.254306,1.705504,0.02630969,0.4136482,1.1841,0.3503466,10.28956,0.2053784,3.571376,3.290873,4.610337,2.412799,643.0863,0.3817652,1221.114,0.1362921,-89.95661,-0.8933368,1667.224,0.117924,889.5033,0.2040539,-59.68546,-1.099042,2705.022,0.1164693,916.5016,0.2513447,-63.34144,-1.012004,-17.08112,-0.2419787,27.35354,0.2183381,0.07930165,0.5159685,-0.01490129,-0.6876043,0.3365539,0.3480801,22.70649,0.2145658,-1.689488,-6.42655,-0.8756871,-11.84691,3.509884,2.910593,-30.80983,42.48268,-0.07386994,-0.004217924,0.01239019,2.931229,0.1133787,7.25,0.0,0.77,0.0,-36.57833,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female5/scales/lip/trill/f5/scales/lip/trill/i.wav,female5_scales_lip_trill_f5_scales_lip_trill_i,female5,scales,lip,i
44.25697,0.09120157,39.86486,43.82422,47.06837,7.203518,17.63022,5.801188,17.98117,5.784409,0.1454416,0.5334759,0.08648663,0.1449673,0.2206919,0.1342052,0.4779555,0.255376,0.5064707,0.2541682,0.02723605,1.03606,26.68749,0.3212904,-0.4631439,-30.19549,21.77481,0.9070898,-3.461742,-5.479313,0.004537028,1.858186,0.1905975,1.236297,17.32221,0.1220583,17.35706,0.5504258,3.588566,2.510489,456.3415,0.4156332,1233.312,0.139641,-129.2332,-0.6555973,1670.756,0.09530401,724.931,0.3901855,-65.85969,-0.956369,2522.259,0.1189952,1082.466,0.3025668,-60.7676,-1.077802,-22.72545,-0.1424975,26.04991,0.166443,0.08621463,0.6986704,-0.022925,-0.5479193,0.03239692,0.8939347,29.53174,0.1011303,-5.947945,-1.410477,24.53904,0.8381884,-9.869157,-1.35194,-26.8519,36.06116,-0.07217037,-0.001648749,0.004796359,2.040817,0.172117,4.76,0.0,0.51,0.33,-43.37247,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female4/arpeggios/slow/piano/f4/arpeggios/c/slow/piano/i.wav,female4_arpeggios_slow_piano_f4_arpeggios_c_slow_piano_i,female4,arpeggios,slow,i
29.88138,0.1493409,26.04127,30.076,33.25901,7.217737,12.69797,9.682973,22.58226,13.1696,0.3903993,0.4767711,0.2644056,0.3294241,0.5920172,0.3276116,0.8461308,0.5125635,0.7543088,0.4104776,0.06078202,0.5842434,33.55518,0.1851492,8.112196,1.312069,-5.986757,-1.447658,2.401161,6.53627,0.0073753,1.627771,0.3811265,0.8185763,9.778887,0.2913995,0.3020973,28.81635,19.47044,0.4001403,551.5684,0.4093406,1404.365,0.1599156,-20.10801,-2.252657,1473.448,0.2528542,1056.471,0.2665907,-23.04369,-1.831481,2555.958,0.1303254,777.6837,0.4336332,-32.99757,-1.199405,-13.40552,-0.4638497,23.75955,0.2681738,0.01924487,1.820784,-0.03529007,-0.2689658,0.06326554,0.5551988,34.68948,0.1219081,7.71487,1.398883,-7.11247,-1.071524,1.318999,11.75957,-26.05829,38.38291,-0.09502432,0.00190054,0.02169111,1.080432,0.1212121,7.82,0.0,0.2,0.05,-37.90186,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male9/arpeggios/vocal/fry/m9/arpeggios/vocal/fry/a.wav,male9_arpeggios_vocal_fry_m9_arpeggios_vocal_fry_a,male9,arpeggios,vocal,a
31.50236,0.120831,26.9395,30.66285,33.62302,6.683516,5.684757,2.100757,2.747692,0.0,0.6918356,0.5613738,0.3697424,0.693406,1.030262,0.66052,0.4185541,0.122031,1.562124,0.7583179,0.06471623,1.253997,32.33617,0.2366477,-20.08638,-0.8815546,23.61869,0.3734995,15.77508,0.7838579,0.00318343,1.66454,0.1758782,1.266444,10.90458,0.2180905,-0.7505144,-9.22613,7.355611,0.9524063,580.0374,0.6144713,1160.661,0.1807394,-31.27808,-2.136159,1583.071,0.22473,849.8468,0.05756458,-26.33659,-2.312809,2498.097,0.1259321,765.4889,0.2499109,-26.53605,-2.297746,-4.70093,-1.118812,9.3254,0.7554805,0.08776508,0.2664956,-0.02312172,-0.2576756,0.07212821,1.154569,34.25079,0.1581897,-25.13151,-0.4447759,24.57888,0.3506023,14.65402,0.8600952,-26.50468,36.80101,-0.07413623,-0.005592039,0.006473139,0.4780115,0.09615385,9.27,0.0,0.55,0.09,-34.19668,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male1/arpeggios/straight/m1/arpeggios/straight/e.wav,male1_arpeggios_straight_m1_arpeggios_straight_e,male1,arpeggios,straight,e
42.49512,0.1142807,38.72359,43.81023,46.20891,7.485321,217.2345,278.4473,46.06216,43.22871,0.1010923,0.3017851,0.08655497,0.09906435,0.1238922,0.03733723,1.048629,0.5396619,1.266143,0.6129698,0.05663048,0.5685158,34.31863,0.1877245,10.42697,0.9082881,6.632081,1.488266,-23.50432,-0.6432803,0.04012115,1.416417,1.738903,0.481126,9.638498,0.2095935,12.43256,0.7915599,23.76848,0.2182623,772.5911,0.2551994,1269.38,0.1349582,-55.296,-1.183094,1986.756,0.1788624,1004.392,0.5008014,-60.63489,-0.8328182,2999.674,0.07548858,777.6306,0.3554788,-61.90056,-0.8111312,-24.15613,-0.1802362,35.29937,0.1016627,0.07582578,0.5115155,-0.02606046,-0.275721,0.0615191,0.5007707,36.23516,0.109013,10.51647,0.8494501,6.676803,1.488807,-26.42389,-0.3731414,-22.22333,33.83372,0.01523977,-0.01229682,0.02959473,9.107143,0.5415162,1.603333,1.15932,0.3,0.04,-51.27426,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female4/arpeggios/lip/trill/f4/arpeggios/lip/trill/u.wav,female4_arpeggios_lip_trill_f4_arpeggios_lip_trill_u,female4,arpeggios,lip,u
43.51225,0.09201697,39.05761,42.92189,46.10099,7.043377,2.058622,1.253352,3.501364,0.0,0.2827061,0.3857687,0.1978284,0.2999604,0.3717433,0.1739149,0.6262314,0.4301475,0.8867019,0.4112146,0.03296193,0.5795429,29.94857,0.2086844,-0.8566003,-15.33362,-7.212015,-2.120347,-2.325434,-6.505883,0.003432734,1.616289,0.1790598,0.860117,16.87143,0.1429814,13.35147,0.5265872,24.00377,0.4026913,753.0391,0.2534679,1252.022,0.2468915,-25.40656,-1.951479,1816.55,0.1397895,868.5332,0.3664011,-34.83095,-1.214928,2819.437,0.1370958,973.8534,0.3429727,-42.29098,-0.9742972,-18.2257,-0.3223259,25.8777,0.2341837,0.03625204,1.230574,-0.03236553,-0.381968,0.03383129,0.5714554,30.72095,0.1763889,-2.467553,-4.812438,-8.441048,-1.780729,-4.297118,-3.141564,-29.57659,40.15931,-0.09339854,-0.00539645,0.02155938,1.614763,0.1160093,8.09,0.0,0.25,0.06,-40.61161,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male9/arpeggios/slow/piano/m9/arpeggios/c/slow/piano/e.wav,male9_arpeggios_slow_piano_m9_arpeggios_c_slow_piano_e,male9,arpeggios,slow,e
48.83961,0.1471736,39.0551,51.00058,56.05062,16.99553,3.531728,0.0,-0.1580083,0.0,0.5965127,0.7071798,0.017807,0.5346186,1.029247,1.01144,0.7586944,0.6236266,1.11685,1.295736,0.05247151,1.020341,25.33827,0.4519345,-6.377871,-3.271269,-11.88511,-1.627077,-32.29101,-1.014055,0.001328713,4.575238,0.09376528,2.673517,20.09595,0.1707654,26.86905,0.3667929,25.43537,0.2171058,708.46,0.5209221,1073.767,0.1944659,-79.77795,-1.209588,1679.262,0.296954,1071.38,0.5212387,-64.96,-1.176977,2824.117,0.100072,358.2212,0.4653544,-68.31425,-1.079606,-8.061068,-0.7806774,27.26789,0.1896568,0.04916986,0.5929519,-0.02328577,-1.087996,0.06777741,0.8153397,27.23095,0.4501014,-16.11773,-0.9088671,-19.23091,-0.8684337,-51.26144,-0.1741776,-27.43748,42.47877,-0.07906982,0.002621809,0.01019992,0.448833,0.2801121,2.713333,0.07586537,0.625,0.245,-28.01063,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female4/long/tones/straight/f4/long/straight/o.wav,female4_long_tones_straight_f4_long_straight_o,female4,long_tones,tones,o
36.7945,0.1933305,27.38236,39.16954,44.27861,16.89625,5.299567,0.0,0.2466239,0.3713843,1.023763,0.898976,0.0574997,0.6071183,1.920503,1.863003,0.4400903,0.2574829,3.725239,4.326324,0.1055767,1.027768,26.70348,0.3931603,-8.547202,-2.490088,-5.564353,-2.129724,-28.9038,-0.9265437,0.003600807,2.280705,0.3077095,1.166394,13.76711,0.2881875,-1.084047,-5.369803,17.60923,0.3256644,592.1752,0.4891353,1262.505,0.1489092,-65.12329,-1.477973,1492.632,0.3246409,1040.767,0.2426761,-57.91357,-1.426659,2648.486,0.1444786,591.5959,0.6833605,-60.86701,-1.333408,-11.55577,-0.7764058,20.11953,0.3015587,0.06335671,0.502455,-0.02342172,-0.9659649,0.1357863,0.8123559,30.55497,0.2691255,-14.89361,-1.367,-8.865241,-1.232383,-42.31476,-0.3583206,-20.14474,30.63342,-0.06916743,-0.005506056,0.01688313,0.2158273,0.216763,3.446666,0.1065624,0.8575,0.4219819,-24.01355,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male6/long/tones/straight/m6/long/straight/a.wav,male6_long_tones_straight_m6_long_straight_a,male6,long_tones,tones,a
43.74413,0.09725317,39.48373,43.77977,46.80237,7.318642,33.9215,2.232282,12.97782,0.0,1.002416,0.9805083,0.3080063,0.7770464,1.272863,0.964857,2.348738,1.676902,3.513799,0.0,0.5420679,2.016183,26.887,0.4044147,-0.8297659,-22.56334,-7.964781,-1.501906,-58.9622,-0.4842566,0.01119451,3.659993,0.2609478,1.481424,15.06873,0.2254116,13.3379,0.7297651,28.35348,0.3323962,554.7317,0.4533287,1241.251,0.2176042,-53.13095,-1.606497,1548.595,0.341228,934.7701,0.4607243,-41.69867,-1.347881,2908.624,0.08442441,501.031,0.7571984,-48.32211,-1.123489,-15.2195,-0.702863,24.21195,0.4529112,0.09538922,0.4915025,-0.03438755,-0.4733627,0.6229036,1.854048,27.41692,0.4090019,-3.02139,-6.346055,-11.48833,-0.6194096,-68.5248,-0.2269775,-23.86835,35.404,-0.04726875,-0.01643773,0.03353475,0.4524887,0.4651163,1.9,0.0,0.11,0.04,-19.70578,/lium/corpus/vrac/tmario/VocalSet/FULL/train/female7/arpeggios/fast/forte/f7/arpeggios/c/fast/forte/o.wav,female7_arpeggios_fast_forte_f7_arpeggios_c_fast_forte_o,female7,arpeggios,fast,o
37.51861,0.1887805,27.87653,39.7901,44.42098,16.54445,2.600291,1.936223,12.03188,13.52341,0.8125004,0.7554318,0.1934116,0.8636994,1.458007,1.264595,3.070267,2.045564,2.640964,1.695109,0.176433,1.059804,17.51808,0.2838127,0.6717693,23.83559,41.30767,0.4237401,0.7182503,16.37593,0.003086018,1.050697,0.2142455,1.444129,13.85748,0.265118,13.96685,0.4198944,3.602265,3.66702,470.417,0.654031,1035.058,0.3387494,-71.92142,-1.215442,1688.196,0.1473061,359.3987,0.8071104,-63.78567,-1.012751,2610.098,0.1006953,878.7296,0.2815756,-50.80181,-1.387204,-13.19094,-0.3727893,15.84751,0.3238406,0.07181853,0.6468626,-0.01937323,-0.4980226,0.2127396,0.8873948,18.13701,0.2539273,-0.07167379,-236.8514,47.18033,0.2818533,-2.308425,-4.473754,-15.9076,25.2681,-0.05238027,-0.003970249,0.0152125,1.121495,0.1875,4.356667,0.09568466,0.715,0.350464,-24.33991,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male6/long/tones/trill/m6/long/trill/i.wav,male6_long_tones_trill_m6_long_trill_i,male6,long_tones,tones,i
38.59009,0.1229632,33.90702,38.50389,43.53793,9.630905,142.4632,168.7953,39.52271,43.70119,1.874382,0.404733,1.419467,1.969616,2.542509,1.123042,2.754643,1.303212,3.797655,2.557656,0.6757709,0.7590153,23.4265,0.2851838,-34.20819,-0.4001688,-1.589595,-5.299891,-29.19233,-0.4696991,0.008715919,2.901345,0.3038508,1.095202,10.99688,0.369766,-0.708028,-13.55861,1.464062,4.919449,905.0129,0.1423216,1056.453,0.1574178,-7.001446,-8.083282,2016.503,0.07760723,696.6191,0.2289088,-16.78808,-3.122842,2893.693,0.05550268,1108.632,0.237603,-7.219113,-7.634454,-2.601146,-1.357853,5.144341,0.8573538,0.0902411,0.2921643,-0.02704047,-0.3702269,0.7347943,0.6722105,24.29468,0.2529297,-37.52538,-0.2185013,-3.500483,-1.571756,-32.64954,-0.2262135,-17.34043,25.91365,-0.07284045,-0.004228365,0.01357604,1.525055,0.1097695,8.42,0.0,0.33,0.11,-21.72191,/lium/corpus/vrac/tmario/VocalSet/FULL/train/male2/scales/slow/forte/m2/scales/f/slow/forte/a.wav,male2_scales_slow_forte_m2_scales_f_slow_forte_a,male2,scales,slow,a
